file_path,insect_name,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_contrast,rms_energy,zero_crossing_rate,temporal_variance,chroma,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,amplitude,dominant_freq
/mnt/external_disk/InsectSound1000/2022328-14-18_Myzus_persicae_000032_s9_ch2.wav,Myzus_persicae,1758.4221736897157,2242.5596188858817,0.000514967,22.924533153241196,0.0016773164,0.03464536313657408,2.951486e-06,0.6074773,-618.0595,101.408394,-24.46591,64.395035,-25.93645,41.889034,-15.1377735,24.53571,-3.3058414,10.922207,9.17733,1.1362206,15.641455,-4.039154,15.884615,-4.723358,14.568685,-0.67491996,8.6200695,3.6937113,0.0013692466,10.7666015625
/mnt/external_disk/InsectSound1000/2022224-14-57_Myzus_persicae_000017_s27_ch0.wav,Myzus_persicae,819.375338417641,1721.051064907785,7.444298e-05,23.267907668832073,0.008053527,0.009476273148148149,8.60044e-05,0.74649847,-596.1352,82.17287,1.016273,52.539165,-0.8707747,36.803684,4.4462276,23.708439,10.623494,15.566212,16.023375,9.857781,18.311537,5.8488617,16.532421,4.327376,12.407646,3.784991,8.546057,7.9403286,0.0068278564,0.0
/mnt/external_disk/InsectSound1000/2022328-14-18_Myzus_persicae_000027_s27_ch0.wav,Myzus_persicae,1866.097174446091,2279.0490933567803,0.00056713156,23.273850846707138,0.0014408755,0.042304144965277776,2.1823973e-06,0.5653618,-622.4729,100.155624,-27.534702,64.5843,-27.778385,43.288338,-16.529066,25.458593,-2.500411,12.28634,10.122826,2.5067272,17.37875,-3.5276234,17.249594,-5.4130077,13.709945,-1.3338133,8.856454,4.5773373,0.0011922017,10.7666015625
/mnt/external_disk/InsectSound1000/2022328-14-18_Myzus_persicae_000026_s15_ch0.wav,Myzus_persicae,1985.5063938026535,2326.6842229082818,0.0010315718,22.402213164561044,0.0013380761,0.04311342592592592,1.9061671e-06,0.69318044,-629.59326,94.474754,-30.764908,66.29738,-26.844893,46.10361,-15.169255,28.649824,-0.9950093,12.560159,9.087978,1.1744287,16.82302,-3.443085,18.00271,-4.7820463,14.727685,-1.2719454,9.851435,4.7481747,0.0011176928,10.7666015625
/mnt/external_disk/InsectSound1000/2022224-14-57_Myzus_persicae_000012_s67_ch0.wav,Myzus_persicae,1834.7106996184,2277.417490100392,0.0005357586,22.896401023581753,0.001603643,0.03420681423611111,2.6720722e-06,0.7708939,-624.10913,95.40576,-30.673056,62.07793,-26.902473,44.195217,-13.155041,29.124218,1.7331849,14.897907,12.75912,5.035967,19.185745,-1.5872383,17.872622,-4.3983393,13.759508,-2.0841832,7.8109703,3.6759326,0.0013390463,32.2998046875
/mnt/external_disk/InsectSound1000/2022224-14-57_Myzus_persicae_000012_s35_ch0.wav,Myzus_persicae,1641.3690307633515,2215.343984315263,0.0002993509,23.423730582254407,0.0021396128,0.02770091869212963,4.8965576e-06,0.7405141,-614.9995,96.053375,-26.04087,57.103073,-26.556313,40.186424,-12.034785,28.714565,2.7457018,14.670899,12.725859,4.8559823,19.319906,-0.28768295,20.135508,-0.09721902,16.772469,2.0118444,10.122533,6.5215936,0.0018065104,32.2998046875
/mnt/external_disk/InsectSound1000/2022224-14-57_Myzus_persicae_000028_s19_ch0.wav,Myzus_persicae,1752.7437409214338,2253.66493403291,0.0003521695,22.953453406805277,0.0018714443,0.032868561921296294,3.743031e-06,0.75041723,-619.079,92.950325,-28.002872,59.635777,-24.36309,43.79646,-10.0931835,29.257467,2.6751873,15.140511,12.859981,5.0606327,19.738785,-0.18706094,19.741537,-1.8534309,14.151977,-1.2178673,7.9163203,5.5443597,0.0015486629,32.2998046875
/mnt/external_disk/InsectSound1000/202275-15-46_Myzus_persicae_000007_s25_ch0.wav,Myzus_persicae,1734.4355028238742,2247.42912640932,0.000399321,21.582729577226644,0.0020069524,0.03402144820601852,4.389014e-06,0.7507181,-622.41254,84.388916,-26.319555,60.258373,-20.232033,44.807602,-5.92358,27.49504,4.6542172,14.246492,12.142877,4.614456,17.48274,-0.56718886,17.747623,-0.6697494,16.40461,1.8441106,9.055665,5.5840993,0.0016466735,32.2998046875
/mnt/external_disk/InsectSound1000/2022224-14-57_Myzus_persicae_000018_s5_ch0.wav,Myzus_persicae,1742.081206825156,2258.465634907147,0.00037338014,22.678090721734648,0.0018308401,0.03195981626157408,3.5511912e-06,0.6280334,-619.69946,95.41313,-22.911938,66.581215,-20.669973,45.32241,-11.651741,26.750088,-1.4690486,11.8404255,9.185458,1.983732,16.789295,-2.6201909,17.569275,-3.963078,15.104637,0.52761465,10.3932085,6.1571565,0.0015195779,32.2998046875
/mnt/external_disk/InsectSound1000/2022328-14-18_Myzus_persicae_000040_s2_ch0.wav,Myzus_persicae,1878.765684908217,2292.594756765555,0.0005858216,22.78932355734,0.001493502,0.04055447048611111,2.3393177e-06,0.6339247,-618.28705,101.36332,-22.900337,65.477356,-27.2239,42.675327,-17.665945,24.38068,-3.5877974,10.1983595,7.9257865,0.43131274,15.680601,-4.417619,17.038965,-3.704901,14.656041,-1.1732978,9.548046,4.4456077,0.0012279397,32.2998046875
