file_path,insect_name,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_contrast,rms_energy,zero_crossing_rate,temporal_variance,chroma,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,amplitude,dominant_freq
/mnt/external_disk/InsectSound1000/2022912-16-11_Trialeurodes_vaporariorum_000009_s1_ch0.wav,Trialeurodes_vaporariorum,1852.1904026273976,2275.4867251565515,0.00047420964,21.904372095305636,0.0015363686,0.03652615017361111,2.4850087e-06,0.7572564,-622.5194,96.13893,-26.469849,61.79108,-25.582573,41.857883,-14.657489,23.934513,-1.6352961,11.109798,9.347401,1.5316917,15.820345,-2.9766462,17.031187,-3.2542257,15.265227,0.6590107,10.364321,5.888794,0.0012665289,21.533203125
/mnt/external_disk/InsectSound1000/2022922-15-23_Trialeurodes_vaporariorum_000012_s18_ch0.wav,Trialeurodes_vaporariorum,1798.7159197729884,2265.0991202953146,0.0005028687,21.923913190106816,0.00176041,0.030960648148148147,3.3682397e-06,0.7224308,-620.5242,92.961494,-27.48873,63.94847,-22.061121,45.117805,-11.8341875,24.975502,0.16518766,12.964752,9.987614,2.573523,15.355499,-4.1219006,16.922848,-3.686873,15.374913,0.7681987,9.754208,6.198023,0.0014808387,21.533203125
/mnt/external_disk/InsectSound1000/2022912-16-11_Trialeurodes_vaporariorum_000005_s2_ch0.wav,Trialeurodes_vaporariorum,1743.014905345669,2245.285235546237,0.0003919185,21.93372333857566,0.001780646,0.03575303819444445,3.4362536e-06,0.7438863,-621.0872,97.492516,-24.025368,62.768066,-24.740831,41.211994,-15.230336,24.131248,-1.6013242,11.171754,10.112975,1.2779366,15.373421,-3.4207933,17.897463,-2.607369,15.14505,1.8321136,10.816967,6.34593,0.0014565964,10.7666015625
/mnt/external_disk/InsectSound1000/2022912-16-11_Trialeurodes_vaporariorum_000007_s8_ch0.wav,Trialeurodes_vaporariorum,1812.8574696457524,2271.4960855712256,0.0004405901,21.70212991726443,0.0015806826,0.04027868200231482,2.6004552e-06,0.7804017,-623.88385,98.15888,-27.414577,65.31383,-25.621105,43.717144,-15.394899,26.161886,-1.5808183,12.333961,10.459499,1.5112647,16.36865,-2.8445966,17.65507,-3.7487688,15.187443,0.40796393,10.793281,5.669509,0.0012992292,21.533203125
/mnt/external_disk/InsectSound1000/2022912-16-11_Trialeurodes_vaporariorum_000008_s7_ch0.wav,Trialeurodes_vaporariorum,1843.3744056443336,2280.4913109627346,0.00056745036,22.06990204750665,0.0014785697,0.03269675925925926,2.2737283e-06,0.67977643,-622.35016,102.81745,-25.391294,66.17976,-27.422691,43.038498,-18.090755,24.756567,-3.0697467,11.349565,8.883724,0.3318991,14.992721,-5.065104,16.560255,-4.1179223,15.607513,0.43078494,11.236995,5.1376996,0.001240636,21.533203125
/mnt/external_disk/InsectSound1000/2022922-15-23_Trialeurodes_vaporariorum_000003_s8_ch0.wav,Trialeurodes_vaporariorum,1405.351295246238,2091.6096126465627,0.0001825401,21.95755972306118,0.0030017355,0.017957899305555556,1.0150077e-05,0.6719086,-603.4964,91.78787,-14.581301,56.718925,-11.212446,37.19007,-6.766941,24.29475,4.085051,11.007765,10.477771,3.8671072,15.535941,-0.33564097,15.918876,0.42464253,13.778351,2.1519582,9.540345,7.374033,0.0024669468,21.533203125
/mnt/external_disk/InsectSound1000/2022914-15-32_Trialeurodes_vaporariorum_000059_s46_ch0.wav,Trialeurodes_vaporariorum,1816.2989897921361,2286.8890374394946,0.00043079205,21.71471034031165,0.0016970217,0.03440122251157408,3.0898739e-06,0.7465496,-630.4796,87.93535,-30.103739,64.68941,-20.662846,47.33564,-10.390833,27.98994,0.16769445,12.897206,10.778533,2.960172,17.035069,-2.7270172,18.331612,-2.1219962,15.78633,1.1544551,11.319312,6.7749906,0.0013899372,32.2998046875
/mnt/external_disk/InsectSound1000/2022922-15-23_Trialeurodes_vaporariorum_000003_s1_ch0.wav,Trialeurodes_vaporariorum,1618.8902394166241,2183.5349487229114,0.0003143246,21.410323395261436,0.0024609596,0.024052372685185185,6.6742996e-06,0.7563404,-611.16516,88.68356,-25.196526,60.650726,-17.36937,41.39829,-7.498287,26.411537,3.6003509,12.066369,11.453448,3.4410143,15.608086,-2.530223,16.494154,-1.5316461,12.672406,1.5996065,10.632674,6.9161053,0.00207334,21.533203125
/mnt/external_disk/InsectSound1000/2022914-15-32_Trialeurodes_vaporariorum_000069_s7_ch0.wav,Trialeurodes_vaporariorum,632.7295955322202,1568.6668321057236,7.0512775e-05,21.68116816151539,0.011353355,0.004552770543981482,0.00013636437,0.74953115,-603.9733,65.71167,4.497607,46.249477,6.27573,33.000214,10.582627,24.564589,13.615832,15.578119,16.750307,11.189968,17.532246,8.319567,16.740976,7.6390476,14.143305,9.998492,12.563941,11.765251,0.009473247,21.533203125
/mnt/external_disk/InsectSound1000/2022912-16-11_Trialeurodes_vaporariorum_000023_s2_ch0.wav,Trialeurodes_vaporariorum,1968.6680833567355,2310.6893099482613,0.0006446322,21.917927756257463,0.0013480283,0.03965928819444445,1.9076194e-06,0.7304747,-628.72144,99.182755,-32.631138,68.01328,-28.56265,46.800495,-17.601164,27.476292,-3.127229,12.801111,9.237827,1.204727,16.984,-4.101569,18.53438,-4.811193,15.567882,-1.7195028,10.104053,4.9384227,0.0011302438,10.7666015625
